token,lemma,pronoun_type
teiegi,sina,"('pers ps2',)"
teieks,sina,"('pers ps2',)"
teieni,sina,"('pers ps2',)"
teiesugune,teiesugune,"('dem',)"
teiesuguse,teiesugune,"('dem',)"
teiesugused,teiesugune,"('dem',)"
teiesugusega,teiesugune,"('dem',)"
teiesuguseid,teiesugune,"('dem',)"
teiesuguseks,teiesugune,"('dem',)"
teiesugusel,teiesugune,"('dem',)"
teiesugusele,teiesugune,"('dem',)"
teiesugust,teiesugune,"('dem',)"
teiesuguste,teiesugune,"('dem',)"
teiesugustega,teiesugune,"('dem',)"
teiesugusteks,teiesugune,"('dem',)"
teiesugustel,teiesugune,"('dem',)"
teiesugustele,teiesugune,"('dem',)"
teiesugustes,teiesugune,"('dem',)"
teiesugustest,teiesugune,"('dem',)"
teieta,sina,"('pers ps2',)"
teietagi,sina,"('pers ps2',)"
teietaolised,teietaoline,"('dem',)"
teietaolises,teietaoline,"('dem',)"
teietaoliste,teietaoline,"('dem',)"
teietaolistele,teietaoline,"('dem',)"
teil,sina,"('pers ps2',)"
teile,sina,"('pers ps2',)"
teile-meile,teile-mina,"('pers ps1',)"
teilegi,sina,"('pers ps2',)"
teilgi,sina,"('pers ps2',)"
teilt,sina,"('pers ps2',)"
teiltki,sina,"('pers ps2',)"
teine,teine,"('dem',)"
teine-,teine,"('dem',)"
teine-teise,teine-teine,"('dem',)"
teine-teisega,teine-teine,"('dem',)"
teine-teisel,teine-teine,"('dem',)"
teine-teisele,teine-teine,"('dem',)"
teine-teisest,teine-teine,"('dem',)"
teine-teist,teine-sina,"('pers ps2',)"
teine-teist,teine-teine,"('dem',)"
teine.sul,teine.sina,"('pers ps2',)"
teineKõik,teinekõik,"('det',)"
teinegi,teine,"('dem',)"
teinetei-sest,teinetei-see,"('dem',)"
teineteise,teineteise,"('pos', 'det', 'refl')"
teineteisega,teineteise,"('pos', 'det', 'refl')"
teineteisegagi,teineteise,"('pos', 'det', 'refl')"
teineteiseks,teineteise,"('pos', 'det', 'refl')"
teineteisel,teineteise,"('pos', 'det', 'refl')"
teineteisele,teineteise,"('pos', 'det', 'refl')"
teineteiselt,teineteise,"('pos', 'det', 'refl')"
teineteiseni,teineteise,"('pos', 'det', 'refl')"
teineteises,teineteise,"('pos', 'det', 'refl')"
teineteisesse,teineteise,"('pos', 'det', 'refl')"
teineteisest,teineteise,"('pos', 'det', 'refl')"
teineteisestki,teineteise,"('pos', 'det', 'refl')"
teineteiseta,teineteise,"('pos', 'det', 'refl')"
teineteisi,teineteise,"('pos', 'det', 'refl')"
teineteist,teineteise,"('pos', 'det', 'refl')"
teineteiste,teineteise,"('pos', 'det', 'refl')"
teineteistega,teineteise,"('pos', 'det', 'refl')"
teineteistele,teineteise,"('pos', 'det', 'refl')"
teineteistest,teineteise,"('pos', 'det', 'refl')"
teinud_mõlemat,teinudmõlema,"('det',)"
teis,sina,"('pers ps2',)"
teise,teine,"('dem',)"
teise-,teine,"('dem',)"
teised,teine,"('dem',)"
teised-,teine,"('dem',)"
teisedki,teine,"('dem',)"
teisega,teine,"('dem',)"
teisegagi,teine,"('dem',)"
teisegi,teine,"('dem',)"
teiseks,teine,"('dem',)"
teiseks-,teine,"('dem',)"
teisekski,teine,"('dem',)"
teisel,teine,"('dem',)"
teisel-,teine,"('dem',)"
teisele,teine,"('dem',)"
teiselegi,teine,"('dem',)"
teiselgi,teine,"('dem',)"
teiselt,teine,"('dem',)"
teiselt-,teine,"('dem',)"
teiseltki,teine,"('dem',)"
teisena,teine,"('dem',)"
teiseni,teine,"('dem',)"
teises,teine,"('dem',)"
teises-,teine,"('dem',)"
teiseski,teine,"('dem',)"
teisesse,teine,"('dem',)"
teisest,teine,"('dem',)"
teisestki,teine,"('dem',)"
teiseta,teine,"('dem',)"
teisi,teine,"('dem',)"
teisi-,teine,"('dem',)"
teisigi,teine,"('dem',)"
teisigi-,teine,"('dem',)"
teisiti.ma,teisiti.mina,"('pers ps1',)"
teiski,sina,"('pers ps2',)"
teisme-iga,teisme-iga,"('det',)"
teisse,sina,"('pers ps2',)"
teisssugust,teissugune,"('dem',)"
teissugune,teissugune,"('dem',)"
teissuguse,teissugune,"('dem',)"
teissugused,teissugune,"('dem',)"
teissuguseid,teissugune,"('dem',)"
teissugusel,teissugune,"('dem',)"
teissugust,teissugune,"('dem',)"
teissuguste,teissugune,"('dem',)"
teissugustes,teissugune,"('dem',)"
teissugustest,teissugune,"('dem',)"
teist,sina,"('pers ps2',)"
teist,teine,"('dem',)"
teist-,sina,"('pers ps2',)"
teist-,teine,"('dem',)"
teist-su-gu-seks,teist-su-gu-see,"('dem',)"
teiste,teine,"('dem',)"
teiste-omad,teiste-oma,"('pos', 'det', 'refl')"
teistega,teine,"('dem',)"
teistega-,teine,"('dem',)"
teistegagi,teine,"('dem',)"
teistegi,teine,"('dem',)"
teisteks,teine,"('dem',)"
teistekski,teine,"('dem',)"
teistel,teine,"('dem',)"
teistele,teine,"('dem',)"
teistelegi,teine,"('dem',)"
teistelgi,teine,"('dem',)"
teistelt,teine,"('dem',)"
teisteltki,teine,"('dem',)"
teistena,teine,"('dem',)"
teisteni,teine,"('dem',)"
teistes,teine,"('dem',)"
teisteski,teine,"('dem',)"
teistesse,teine,"('dem',)"
teistessegi,teine,"('dem',)"
teistessse,teine,"('dem',)"
teistest,teine,"('dem',)"
teistestki,teine,"('dem',)"
teisteta,teine,"('dem',)"
teistki,sina,"('pers ps2',)"
teistki,teine,"('dem',)"
teistsugune,teistsugune,"('dem',)"
teistsugunegi,teistsugune,"('dem',)"
teistsuguse,teistsugune,"('dem',)"
teistsugused,teistsugune,"('dem',)"
teistsugused-,teistsugune,"('dem',)"
teistsugusedki,teistsugune,"('dem',)"
teistsugusega,teistsugune,"('dem',)"
teistsugusegi,teistsugune,"('dem',)"
teistsuguseid,teistsugune,"('dem',)"
teistsuguseidki,teistsugune,"('dem',)"
teistsuguseks,teistsugune,"('dem',)"
teistsugusekski,teistsugune,"('dem',)"
teistsugusel,teistsugune,"('dem',)"
teistsugusele,teistsugune,"('dem',)"
teistsuguselt,teistsugune,"('dem',)"
teistsugusena,teistsugune,"('dem',)"
teistsuguses,teistsugune,"('dem',)"
teistsugusesse,teistsugune,"('dem',)"
teistsugusest,teistsugune,"('dem',)"
teistsugust,teistsugune,"('dem',)"
teistsuguste,teistsugune,"('dem',)"
teistsugustega,teistsugune,"('dem',)"
teistsugustegi,teistsugune,"('dem',)"
teistsugusteks,teistsugune,"('dem',)"
teistsugustel,teistsugune,"('dem',)"
teistsugustele,teistsugune,"('dem',)"
teistsugustelt,teistsugune,"('dem',)"
teistsugustena,teistsugune,"('dem',)"
teistsugustes,teistsugune,"('dem',)"
teistsugusteski,teistsugune,"('dem',)"
teistsugustesse,teistsugune,"('dem',)"
teistsugustest,teistsugune,"('dem',)"
teistsugustki,teistsugune,"('dem',)"
tek-ki-ma,tek-ki-mina,"('pers ps1',)"
teki-tas,teki-tema,"('pers ps3',)"
tekkis.selle,tekkis.see,"('dem',)"
televiisori-taolisel,televiisori-taoline,"('dem',)"
televäitlu-ses,televäitlu-see,"('dem',)"
televõistlu-sest,televõistlu-see,"('dem',)"
tellimu-sel,tellimu-see,"('dem',)"
tema,tema,"('pers ps3',)"
tema-,tema,"('pers ps3',)"
tema-nemad,tema-tema,"('pers ps3',)"
tema_,tema,"('pers ps3',)"
temaga,tema,"('pers ps3',)"
temagagi,tema,"('pers ps3',)"
temagi,tema,"('pers ps3',)"
temake,temake,"('pers ps3',)"
temakegi,temake,"('pers ps3',)"
temakene,temakene,"('pers ps3',)"
temakese,temake,"('pers ps3',)"
temakese,temakene,"('pers ps3',)"
temakesed,temake,"('pers ps3',)"
temakesed,temakene,"('pers ps3',)"
temakesega,temake,"('pers ps3',)"
temakesega,temakene,"('pers ps3',)"
temakesel,temake,"('pers ps3',)"
temakesel,temakene,"('pers ps3',)"
temakesele,temake,"('pers ps3',)"
temakesele,temakene,"('pers ps3',)"
temakesest,temake,"('pers ps3',)"
temakesest,temakene,"('pers ps3',)"
temakesi,temake,"('pers ps3',)"
temakesi,temakene,"('pers ps3',)"
temakest,temake,"('pers ps3',)"
temakest,temakene,"('pers ps3',)"
temakestele,temake,"('pers ps3',)"
temakestele,temakene,"('pers ps3',)"
temakestest,temake,"('pers ps3',)"
temakestest,temakene,"('pers ps3',)"
temaks,tema,"('pers ps3',)"
temal,tema,"('pers ps3',)"
temale,tema,"('pers ps3',)"
temalegi,tema,"('pers ps3',)"
temalgi,tema,"('pers ps3',)"
temalt,tema,"('pers ps3',)"
temaltki,tema,"('pers ps3',)"
temana,tema,"('pers ps3',)"
temani,tema,"('pers ps3',)"
temanigi,tema,"('pers ps3',)"
temas,tema,"('pers ps3',)"
temaski,tema,"('pers ps3',)"
temasse,tema,"('pers ps3',)"
temassegi,tema,"('pers ps3',)"
temast,tema,"('pers ps3',)"
temastki,tema,"('pers ps3',)"
temasugune,temasugune,"('dem',)"
temasuguse,temasugune,"('dem',)"
temasugused,temasugune,"('dem',)"
temasugusega,temasugune,"('dem',)"
temasuguseid,temasugune,"('dem',)"
temasuguseks,temasugune,"('dem',)"
temasugusel,temasugune,"('dem',)"
temasugusele,temasugune,"('dem',)"
temasuguselt,temasugune,"('dem',)"
temasugusesse,temasugune,"('dem',)"
temasugusest,temasugune,"('dem',)"
temasugust,temasugune,"('dem',)"
temasuguste,temasugune,"('dem',)"
temasugustega,temasugune,"('dem',)"
temasugustel,temasugune,"('dem',)"
temasugustele,temasugune,"('dem',)"
temasugustelt,temasugune,"('dem',)"
temasugustesse,temasugune,"('dem',)"
temasugustest,temasugune,"('dem',)"
temata,tema,"('pers ps3',)"
tematagi,tema,"('pers ps3',)"
temataoline,temataoline,"('dem',)"
temataolise,temataoline,"('dem',)"
temataolised,temataoline,"('dem',)"
temataolisega,temataoline,"('dem',)"
temataoliseks,temataoline,"('dem',)"
temataolisel,temataoline,"('dem',)"
temataolisele,temataoline,"('dem',)"
temataoliselt,temataoline,"('dem',)"
temataolisi,temataoline,"('dem',)"
temataolisil,temataoline,"('dem',)"
temataolist,temataoline,"('dem',)"
temataoliste,temataoline,"('dem',)"
temataolistega,temataoline,"('dem',)"
temataolistel,temataoline,"('dem',)"
temataolistele,temataoline,"('dem',)"
temataolistesse,temataoline,"('dem',)"
temataolistest,temataoline,"('dem',)"
temperament-selt,temperament-see,"('dem',)"
teo-ses,teo-see,"('dem',)"
teo-sest,teo-see,"('dem',)"
teos-ta-mi-seks,teos-ta-mi-see,"('dem',)"
teostada-ennast,teostada-ise,"('pos', 'det', 'refl')"
ter-ri-too-riu-mil,ter-ri-too-riu-mis,"('inter rel',)"
tera-sest,tera-see,"('dem',)"
termi-neid,termi-see,"('dem',)"
termi-neid,termi-tema,"('pers ps3',)"
territooriu-mil,territooriu-mis,"('inter rel',)"
terroris-mis,terroris-mis,"('inter rel',)"
terrorismivas-tast,terrorismivas-tema,"('pers ps3',)"
terroristid.nad,terroristid.tema,"('pers ps3',)"
tervi-seks,tervi-see,"('dem',)"
tervisega-igasugused,tervisega-igasugune,"('indef',)"
tes-ti-mis-,tes-ti-mis,"('inter rel',)"
ti-he-dai-ma,ti-he-dai-mina,"('pers ps1',)"
ti-tu-lee-ri-ma,ti-tu-lee-ri-mina,"('pers ps1',)"
tiigrite-taoliste,tiigrite-taoline,"('dem',)"
tippsportlase-iga,tippsportlase-iga,"('det',)"
toda,too,"('dem',)"
todagi,too,"('dem',)"
todasama,toosama,"('dem',)"
toe-ta,toe-tema,"('pers ps3',)"
toe-ta-mi-seks,toe-ta-mi-see,"('dem',)"
toe-tas,toe-tema,"('pers ps3',)"
toe-tuss-kee-me,toe-tuss-kee-mina,"('pers ps1',)"
toetu-seks,toetu-see,"('dem',)"
toi-du-kau-ban-du-ses,toi-du-kau-ban-du-see,"('dem',)"
toi-duai-netöös-tu-ses,toi-duai-netöös-tu-see,"('dem',)"
toi-duvalmistami-sel,toi-duvalmistami-see,"('dem',)"
toi-me,toi-mina,"('pers ps1',)"
toi-mi-ma,toi-mi-mina,"('pers ps1',)"
toi-mu,toi-mina,"('pers ps1',)"
toi-mus,toi-mina,"('pers ps1',)"
toimusid.selle,toimusid.see,"('dem',)"
toite.samas,toite.sama,"('dem',)"
toitu-mis-,toitu-mis,"('inter rel',)"
tol,too,"('dem',)"
tolgi,too,"('dem',)"
tolla-ses,tolla-see,"('dem',)"
tolle,too,"('dem',)"
tolle-,too,"('dem',)"
tolle-ja-tolle,tolle-ja-too,"('dem',)"
tolle-selle,tolle-see,"('dem',)"
tollega,too,"('dem',)"
tollegagi,too,"('dem',)"
tollegi,too,"('dem',)"
tolleks,too,"('dem',)"
tollel,too,"('dem',)"
tollele,too,"('dem',)"
tollelegi,too,"('dem',)"
tollelesamale,toosama,"('dem',)"
tollelgi,too,"('dem',)"
tollelsamal,toosama,"('dem',)"
tollelt,too,"('dem',)"
tolleltsamalt,toosama,"('dem',)"
tollena,too,"('dem',)"
tolleni,too,"('dem',)"
tolles,too,"('dem',)"
tolles-tolles,tolles-too,"('dem',)"
tollesama,toosama,"('dem',)"
tolleski,too,"('dem',)"
tollessamas,toosama,"('dem',)"
tollesse,too,"('dem',)"
tollest,too,"('dem',)"
tollestki,too,"('dem',)"
tollestsamast,toosama,"('dem',)"
tolleta,too,"('dem',)"
tollle,too,"('dem',)"
tolsamal,toosama,"('dem',)"
tonni.mul,tonni.mina,"('pers ps1',)"
tont-teab-kelle,tont-teab-kes,"('inter rel',)"
tont-teab-kelle-millega,tont-teab-kelle-mis,"('inter rel',)"
tont-teab-mida,tont-teab-mis,"('inter rel',)"
tont-teab-mille,tont-teab-mis,"('inter rel',)"
tont-teab-millega,tont-teab-mis,"('inter rel',)"
tont-teab-millise,tont-teab-milline,"('rel',)"
tont-teab-mis,tont-teab-mis,"('inter rel',)"
tont-teab-missuguste,tont-teab-missugune,"('inter rel',)"
too,too,"('dem',)"
too-,too,"('dem',)"
too-de-te,too-de-sina,"('pers ps2',)"
too-ise,too-ise,"('pos', 'det', 'refl')"
too-ma,too-mina,"('pers ps1',)"
too-na-sest,too-na-see,"('dem',)"
too-teid,too-sina,"('pers ps2',)"
too-too,too-too,"('dem',)"
toogi,too,"('dem',)"
tooo,too,"('dem',)"
toosama,toosama,"('dem',)"
toot-mi-seks,toot-mi-see,"('dem',)"
toot-mi-ses,toot-mi-see,"('dem',)"
toot-mis-,toot-mis,"('inter rel',)"
topic_ta,topictema,"('pers ps3',)"
topitud.muud,topitud.muu,"('indef',)"
tornaado-taolise,tornaado-taoline,"('dem',)"
tos,too,"('dem',)"
toski,too,"('dem',)"
tosse,too,"('dem',)"
tost,too,"('dem',)"
tostki,too,"('dem',)"
tra-ma,tra-mina,"('pers ps1',)"
tra.ma,tra.mina,"('pers ps1',)"
trahteri-omast,trahteri-oma,"('pos', 'det', 'refl')"
trahvi-ma,trahvi-mina,"('pers ps1',)"
tram-mis,tram-mis,"('inter rel',)"
trammi-taolise,trammi-taoline,"('dem',)"
transatlantilis-te,transatlantilis-sina,"('pers ps2',)"
treeneri-te,treeneri-sina,"('pers ps2',)"
treenitu-sest,treenitu-see,"('dem',)"
trilobiitide-taolised,trilobiitide-taoline,"('dem',)"
troopili-sest,troopili-see,"('dem',)"
trotsimi-seks,trotsimi-see,"('dem',)"
trotüülisarna-sest,trotüülisarna-see,"('dem',)"
true.ma,true.mina,"('pers ps1',)"
tsentristid-nende,tsentristid-see,"('dem',)"
tsentristid-nende,tsentristid-tema,"('pers ps3',)"
tsiviil-mina,tsiviil-mina,"('pers ps1',)"
tsük-kel,tsük-kes,"('inter rel',)"
tu-dee-ri-mi-sest,tu-dee-ri-mi-see,"('dem',)"
tu-ge-vu-seks,tu-ge-vu-see,"('dem',)"
tu-le-ma,tu-le-mina,"('pers ps1',)"
tu-le-mi-seks,tu-le-mi-see,"('dem',)"
tu-le-mu-sel,tu-le-mu-see,"('dem',)"
tu-le-mus,tu-le-mina,"('pers ps1',)"
tu-lu-mak-su,tu-lu-mak-sina,"('pers ps2',)"
tu-me,tu-mina,"('pers ps1',)"
tu-me-da-ma,tu-me-da-mina,"('pers ps1',)"
tu-ris-mi-piir-kon-nad,tu-ris-mi-piir-kon-tema,"('pers ps3',)"
tu-ris-mil,tu-ris-mis,"('inter rel',)"
tub-li-du-sest,tub-li-du-see,"('dem',)"
tugevamaks-sa,tugevamaks-sina,"('pers ps2',)"
tugevdami-seks,tugevdami-see,"('dem',)"
tugitooli-oma,tugitooli-oma,"('pos', 'det', 'refl')"
tule-eile-meile,tule-eile-mina,"('pers ps1',)"
tule-ma,tule-mina,"('pers ps1',)"
tule-mus,tule-mina,"('pers ps1',)"
tule.nad,tule.tema,"('pers ps3',)"
tuleks-mul,tuleks-mina,"('pers ps1',)"
tulema.mingi,tulema.mingi,"('indef',)"
tulemu-seks,tulemu-see,"('dem',)"
tulemu-sest,tulemu-see,"('dem',)"
tulemusel.seda,tulemusel.see,"('dem',)"
tulla-seda,tulla-see,"('dem',)"
tulla.ta,tulla.tema,"('pers ps3',)"
tulu-samalt,tulu-sama,"('dem',)"
tulumaksu-kes,tulumaksu-kes,"('inter rel',)"
tume-must,tume-mina,"('pers ps1',)"
tun-ni-ta-su,tun-ni-ta-sina,"('pers ps2',)"
tun-nis-ta-ma,tun-nis-ta-mina,"('pers ps1',)"
tun-nis-tas,tun-nis-tema,"('pers ps3',)"
tund-ma,tund-mina,"('pers ps1',)"
tundi-teist,tundi-sina,"('pers ps2',)"
tundi-teist,tundi-teine,"('dem',)"
tundmatuidSee,tundmatuidsee,"('dem',)"
tunnikeseks-teiseks,tunnikeseks-teine,"('inter rel',)"
tunnis-tas,tunnis-tema,"('pers ps3',)"
tur-va-li-sus,tur-va-li-sina,"('pers ps2',)"
tur-va-li-sust,tur-va-li-sina,"('pers ps2',)"
turuhinnastÜhes,turuhinnastüks,"('dem', 'indef')"
tut-vu-ma,tut-vu-mina,"('pers ps1',)"
tut-vu-sest,tut-vu-see,"('dem',)"
tutvumi-seks,tutvumi-see,"('dem',)"
tutvus-tas,tutvus-tema,"('pers ps3',)"
tutvustused.teiseks,tutvustused.teine,"('dem',)"
tuu-ma,tuu-mina,"('pers ps1',)"
tuuleveski-taoline,tuuleveski-taoline,"('dem',)"
tuuri-taolist,tuuri-taoline,"('dem',)"
tuvikese-kes,tuvikese-kes,"('inter rel',)"
tä-his-tas,tä-his-tema,"('pers ps3',)"
tä-na-seks,tä-na-see,"('dem',)"
tä-na-sel,tä-na-see,"('dem',)"
tähendab–see,tähendab-see,"('pos', 'refl')"
tähenärija.sinu,tähenärija.sina,"('pers ps2',)"
täht-ma,täht-mina,"('pers ps1',)"
täht-samaks,täht-sama,"('dem',)"
täht-su-sest,täht-su-see,"('dem',)"
täht-sus,täht-sina,"('pers ps2',)"
täht-sust,täht-sina,"('pers ps2',)"
täi-ta,täi-tema,"('pers ps3',)"
täidab.mis,täidab.mis,"('inter rel',)"
täiend-koo-li-tu-ses,täiend-koo-li-tu-see,"('dem',)"
täiendada-muuta,täiendada-muu,"('pos', 'refl')"
täiendami-seks,täiendami-see,"('dem',)"
täis-kas-va-nu-ha-ri-du-ses,täis-kas-va-nu-ha-ri-du-see,"('dem',)"
täis.ta,täis.tema,"('pers ps3',)"
täiskasvanu-mina,täiskasvanu-mina,"('pers ps1',)"
täisrivistu-sest,täisrivistu-see,"('dem',)"
täit-ma,täit-mina,"('pers ps1',)"
täit-mi-seks,täit-mi-see,"('dem',)"
täit-mi-sel,täit-mi-see,"('dem',)"
täit-sa,täit-sina,"('pers ps2',)"
täitevvõi-muga,täitevvõi-mina,"('pers ps1',)"
täna-seks,täna-see,"('dem',)"
täna-sel,täna-see,"('dem',)"
täna-sesse,täna-see,"('dem',)"
täna-sest,täna-see,"('dem',)"
täna-üks-homme-teine,täna-üks-homme-teine,"('dem',)"
tänavMinu,tänavmina,"('pers ps1',)"
tänavu-sel,tänavu-see,"('dem',)"
tänavu-sest,tänavu-see,"('dem',)"
täp-seks,täp-see,"('dem',)"
täp-selt,täp-see,"('dem',)"
täpsemalt.sest,täpsemalt.see,"('dem',)"
täpsusta-keda,täpsusta-kes,"('inter rel',)"
tää-na-me,tää-na-mina,"('pers ps1',)"
tõeli-selt,tõeli-see,"('dem',)"
tõeli-sus,tõeli-sina,"('pers ps2',)"
tõelis-te,tõelis-sina,"('pers ps2',)"
tõen-äo-li-selt,tõen-äo-li-see,"('dem',)"
tõenäoli-selt,tõenäoli-see,"('dem',)"
tões-tas,tões-tema,"('pers ps3',)"
tõh-t-teile,tõh-t-sina,"('pers ps2',)"
tõhu-sa,tõhu-sina,"('pers ps2',)"
tõhustami-seks,tõhustami-see,"('dem',)"
tõlgendada-muuta,tõlgendada-muu,"('pos', 'refl')"
tõm-me,tõm-mina,"('pers ps1',)"
tõmba-ma,tõmba-mina,"('pers ps1',)"
tõmmata.need,tõmmata.see,"('dem',)"
tõo-tas,tõo-tema,"('pers ps3',)"
tõrju-mi-seks,tõrju-mi-see,"('dem',)"
tõsi-du-sest,tõsi-du-see,"('dem',)"
tõsi-seks,tõsi-see,"('dem',)"
tõsi-selt,tõsi-see,"('dem',)"
tõsi-sest,tõsi-see,"('dem',)"
tõsi.ma,tõsi.mina,"('pers ps1',)"
tõst-ma,tõst-mina,"('pers ps1',)"
tõste-ta,tõste-tema,"('pers ps3',)"
tõttu.samas,tõttu.sama,"('dem',)"
tõu-seks,tõu-see,"('dem',)"
tõu-su,tõu-sina,"('pers ps2',)"
tõu-su-,tõu-sina,"('pers ps2',)"
tõu-sust,tõu-sina,"('pers ps2',)"
tõus-ma,tõus-mina,"('pers ps1',)"
tö-öot-sa,tö-öot-sina,"('pers ps2',)"
töö-iga,töö-iga,"('det',)"
töö-ko-ha-va-he-tu-sest,töö-ko-ha-va-he-tu-see,"('dem',)"
töö-ku-sest,töö-ku-see,"('dem',)"
töö-levõtmi-sel,töö-levõtmi-see,"('dem',)"
töö-loa-ta,töö-loa-tema,"('pers ps3',)"
töö-sea-du-sand-lu-sest,töö-sea-du-sand-lu-see,"('dem',)"
töö-ta,töö-tema,"('pers ps3',)"
töö-ta-ma,töö-ta-mina,"('pers ps1',)"
töö-ta-mi-seks,töö-ta-mi-see,"('dem',)"
töö-ta-su,töö-ta-sina,"('pers ps2',)"
töö-ta-sult,töö-ta-sina,"('pers ps2',)"
töö-tas,töö-tema,"('pers ps3',)"
töö-te-ge-mi-seks,töö-te-ge-mi-see,"('dem',)"
töö-tu-rusüstee-mis,töö-tu-rusüstee-mis,"('inter rel',)"
tööd-oma,tööd-oma,"('pos', 'det', 'refl')"
tööle.samal,tööle.sama,"('dem',)"
töörüh-ma,töörüh-mina,"('pers ps1',)"
tööstusministeeriu-mis,tööstusministeeriu-mis,"('inter rel',)"
tööt-le-mi-sest,tööt-le-mi-see,"('dem',)"
tööta-ma,tööta-mina,"('pers ps1',)"
töötab-mis,töötab-mis,"('inter rel',)"
töötab-sama-,töötab-sama,"('dem',)"
töövõt-teid,töövõt-sina,"('pers ps2',)"
tühi.samas,tühi.sama,"('dem',)"
tühis-tas,tühis-tema,"('pers ps3',)"
tühjaks.selles,tühjaks.see,"('dem',)"
tütar-fir-ma,tütar-fir-mina,"('pers ps1',)"
tütar-lap-sest,tütar-lap-see,"('dem',)"
tütarlastekooli-taoline,tütarlastekooli-taoline,"('dem',)"
tüvirakkudega.need,tüvirakkudega.see,"('dem',)"
tüübidMõnest,tüübidmõni,"('indef',)"
u-palju,u-palju,"('indef',)"
udupasuna-taolise,udupasuna-taoline,"('dem',)"
ufo-taolistel,ufo-taoline,"('dem',)"
ufo.mul,ufo.mina,"('pers ps1',)"
ugri-setu,ugri-setu,"('indef',)"
ui-ta-mi-seks,ui-ta-mi-see,"('dem',)"
uina-muina,uina-muu,"('indef',)"
uina-muuna,uina-muu,"('indef',)"
uinu-teid,uinu-sina,"('pers ps2',)"
uk-sest,uk-see,"('dem',)"
ukselinki.teine,ukselinki.teine,"('dem',)"
ula-tu-ses,ula-tu-see,"('dem',)"
ulatu-ses,ulatu-see,"('dem',)"
um-bu-su,um-bu-sina,"('pers ps2',)"
um-tsa-sa,um-tsa-sina,"('pers ps2',)"
umb-keel-sust,umb-keel-sina,"('pers ps2',)"
umb-seks,umb-see,"('dem',)"
umm.see,umm.see,"('dem',)"
un-see,un-see,"('dem',)"
unes.ise,unes.ise,"('pos', 'det', 'refl')"
universum.me,universum.mina,"('pers ps1',)"
unt-su,unt-sina,"('pers ps2',)"
update-ma,update-mina,"('pers ps1',)"
upitami-seks,upitami-see,"('dem',)"
usi-nad,usi-tema,"('pers ps3',)"
usu-me,usu-mina,"('pers ps1',)"
uudiste-meil,uudiste-mina,"('pers ps1',)"
uue.see,uue.see,"('dem',)"
uuesti.mul,uuesti.mina,"('pers ps1',)"
uuri-ma,uuri-mina,"('pers ps1',)"
uuri-must,uuri-mina,"('pers ps1',)"
uurimi-seks,uurimi-see,"('dem',)"
uurimi-sest,uurimi-see,"('dem',)"
v.a.meile,v.a.mina,"('pers ps1',)"
v.l.-gi-mida,v.l.-gi-mis,"('inter rel',)"
va-bas-ta-mi-sel,va-bas-ta-mi-see,"('dem',)"
va-he-li-ses,va-he-li-see,"('dem',)"
va-he-li-sest,va-he-li-see,"('dem',)"
va-he-ta-mi-sel,va-he-ta-mi-see,"('dem',)"
va-hen-du-sel,va-hen-du-see,"('dem',)"
va-hen-dus-fir-ma,va-hen-dus-fir-mina,"('pers ps1',)"
va-hen-dus-ta-su,va-hen-dus-ta-sina,"('pers ps2',)"
va-ja-du-sel,va-ja-du-see,"('dem',)"
va-ja-li-kel,va-ja-li-kes,"('inter rel',)"
va-ju-ta-ma,va-ju-ta-mina,"('pers ps1',)"
va-li-ku-het-kel,va-li-ku-het-kes,"('inter rel',)"
va-li-ma,va-li-mina,"('pers ps1',)"
va-li-mi-sel,va-li-mi-see,"('dem',)"
va-lit-ses,va-lit-see,"('dem',)"
va-lit-sus,va-lit-sina,"('pers ps2',)"
va-luu-ta,va-luu-tema,"('pers ps3',)"
va-nad,va-tema,"('pers ps3',)"
va-nemad,va-tema,"('pers ps3',)"
va-nu-sest,va-nu-see,"('dem',)"
va-re-meid,va-re-mina,"('pers ps1',)"
vaa-gi-ma,vaa-gi-mina,"('pers ps1',)"
vaa-ta-ma,vaa-ta-mina,"('pers ps1',)"
vaa-tas,vaa-tema,"('pers ps3',)"
vaadata.kõik,vaadata.kõik,"('det',)"
vaadata.tal,vaadata.tema,"('pers ps3',)"
vaaik-selt,vaaik-see,"('dem',)"
vaalalaulu-taolisi,vaalalaulu-taoline,"('dem',)"
vaat-mis-kõik,vaat-mis-kõik,"('det',)"
vaatasin-nemad,vaatasin-tema,"('pers ps3',)"
vaatlejaterüh-ma,vaatlejaterüh-mina,"('pers ps1',)"
vaatu-ses,vaatu-see,"('dem',)"
vaba-ma,vaba-mina,"('pers ps1',)"
vabadusliikumi-sest,vabadusliikumi-see,"('dem',)"
vabandage.ma,vabandage.mina,"('pers ps1',)"
vabanemi-seks,vabanemi-see,"('dem',)"
vae-selt,vae-see,"('dem',)"
vaese-omaks,vaese-oma,"('pos', 'det', 'refl')"
vahendaja-te,vahendaja-sina,"('pers ps2',)"
vahendu-sel,vahendu-see,"('dem',)"
vahet-ma,vahet-mina,"('pers ps1',)"
vahetada-sama,vahetada-sama,"('dem',)"
vahetu-ses,vahetu-see,"('dem',)"
vahetus.ma,vahetus.mina,"('pers ps1',)"
vahevalit-sust,vahevalit-sina,"('pers ps2',)"
vahistami-sest,vahistami-see,"('dem',)"
vahite.see,vahite.see,"('dem',)"
vahtima.mul,vahtima.mina,"('pers ps1',)"
